,feature,importance,fold
170,ORGANIZATION_TYPE_BusinessEntityType2,0,2
171,ORGANIZATION_TYPE_BusinessEntityType3,46,2
172,ORGANIZATION_TYPE_Cleaning,0,2
173,ORGANIZATION_TYPE_Construction,62,2
174,ORGANIZATION_TYPE_Culture,0,2
175,ORGANIZATION_TYPE_Electricity,0,2
176,ORGANIZATION_TYPE_Emergency,0,2
177,ORGANIZATION_TYPE_Government,1,2
178,ORGANIZATION_TYPE_Hotel,0,2
179,ORGANIZATION_TYPE_Housing,0,2
180,ORGANIZATION_TYPE_Industrytype1,0,2
181,ORGANIZATION_TYPE_Industrytype10,0,2
182,ORGANIZATION_TYPE_Industrytype11,0,2
183,ORGANIZATION_TYPE_Industrytype12,0,2
184,ORGANIZATION_TYPE_Industrytype13,0,2
185,ORGANIZATION_TYPE_Industrytype2,0,2
186,ORGANIZATION_TYPE_Industrytype3,1,2
187,ORGANIZATION_TYPE_Industrytype4,0,2
188,ORGANIZATION_TYPE_Industrytype5,0,2
189,ORGANIZATION_TYPE_Industrytype6,0,2
190,ORGANIZATION_TYPE_Industrytype7,0,2
191,ORGANIZATION_TYPE_Industrytype8,0,2
192,ORGANIZATION_TYPE_Industrytype9,35,2
193,ORGANIZATION_TYPE_Insurance,0,2
194,ORGANIZATION_TYPE_Kindergarten,12,2
195,ORGANIZATION_TYPE_LegalServices,0,2
196,ORGANIZATION_TYPE_Medicine,3,2
197,ORGANIZATION_TYPE_Military,44,2
198,ORGANIZATION_TYPE_Mobile,0,2
199,ORGANIZATION_TYPE_Other,5,2
200,ORGANIZATION_TYPE_Police,5,2
201,ORGANIZATION_TYPE_Postal,0,2
202,ORGANIZATION_TYPE_Realtor,0,2
203,ORGANIZATION_TYPE_Religion,0,2
204,ORGANIZATION_TYPE_Restaurant,6,2
205,ORGANIZATION_TYPE_School,30,2
206,ORGANIZATION_TYPE_Security,1,2
207,ORGANIZATION_TYPE_SecurityMinistries,18,2
208,ORGANIZATION_TYPE_Selfemployed,63,2
209,ORGANIZATION_TYPE_Services,0,2
210,ORGANIZATION_TYPE_Telecom,0,2
211,ORGANIZATION_TYPE_Tradetype1,0,2
212,ORGANIZATION_TYPE_Tradetype2,5,2
213,ORGANIZATION_TYPE_Tradetype3,0,2
214,ORGANIZATION_TYPE_Tradetype4,0,2
215,ORGANIZATION_TYPE_Tradetype5,0,2
216,ORGANIZATION_TYPE_Tradetype6,0,2
217,ORGANIZATION_TYPE_Tradetype7,1,2
218,ORGANIZATION_TYPE_Transporttype1,0,2
219,ORGANIZATION_TYPE_Transporttype2,0,2
220,ORGANIZATION_TYPE_Transporttype3,36,2
221,ORGANIZATION_TYPE_Transporttype4,1,2
222,ORGANIZATION_TYPE_University,0,2
223,ORGANIZATION_TYPE_XNA,0,2
224,FONDKAPREMONT_MODE_notspecified,0,2
225,FONDKAPREMONT_MODE_orgspecaccount,0,2
226,FONDKAPREMONT_MODE_regoperaccount,2,2
227,FONDKAPREMONT_MODE_regoperspecaccount,3,2
228,HOUSETYPE_MODE_blockofflats,0,2
229,HOUSETYPE_MODE_specifichousing,0,2
230,HOUSETYPE_MODE_terracedhouse,0,2
231,WALLSMATERIAL_MODE_Block,0,2
232,WALLSMATERIAL_MODE_Mixed,0,2
233,WALLSMATERIAL_MODE_Monolithic,0,2
234,WALLSMATERIAL_MODE_Others,3,2
235,WALLSMATERIAL_MODE_Panel,21,2
236,WALLSMATERIAL_MODE_Stonebrick,26,2
237,WALLSMATERIAL_MODE_Wooden,4,2
238,EMERGENCYSTATE_MODE_No,0,2
239,EMERGENCYSTATE_MODE_Yes,1,2
240,DAYS_EMPLOYED_PERC,386,2
241,INCOME_CREDIT_PERC,262,2
242,INCOME_PER_PERSON,204,2
243,ANNUITY_INCOME_PERC,382,2
244,PAYMENT_RATE,1065,2
245,BURO_DAYS_CREDIT_MIN,125,2
246,BURO_DAYS_CREDIT_MAX,225,2
247,BURO_DAYS_CREDIT_MEAN,180,2
248,BURO_DAYS_CREDIT_VAR,189,2
249,BURO_DAYS_CREDIT_ENDDATE_MIN,124,2
250,BURO_DAYS_CREDIT_ENDDATE_MAX,232,2
251,BURO_DAYS_CREDIT_ENDDATE_MEAN,196,2
252,BURO_DAYS_CREDIT_UPDATE_MEAN,129,2
253,BURO_CREDIT_DAY_OVERDUE_MAX,1,2
254,BURO_CREDIT_DAY_OVERDUE_MEAN,0,2
255,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,278,2
256,BURO_AMT_CREDIT_SUM_MAX,138,2
257,BURO_AMT_CREDIT_SUM_MEAN,217,2
258,BURO_AMT_CREDIT_SUM_SUM,199,2
259,BURO_AMT_CREDIT_SUM_DEBT_MAX,113,2
260,BURO_AMT_CREDIT_SUM_DEBT_MEAN,237,2
261,BURO_AMT_CREDIT_SUM_DEBT_SUM,151,2
262,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,59,2
263,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,122,2
264,BURO_AMT_CREDIT_SUM_LIMIT_SUM,44,2
265,BURO_AMT_ANNUITY_MAX,56,2
266,BURO_AMT_ANNUITY_MEAN,60,2
267,BURO_CNT_CREDIT_PROLONG_SUM,2,2
268,BURO_MONTHS_BALANCE_MIN_MIN,41,2
269,BURO_MONTHS_BALANCE_MAX_MAX,16,2
270,BURO_MONTHS_BALANCE_SIZE_MEAN,61,2
271,BURO_MONTHS_BALANCE_SIZE_SUM,49,2
272,BURO_CREDIT_ACTIVE_Active_MEAN,84,2
273,BURO_CREDIT_ACTIVE_Baddebt_MEAN,0,2
274,BURO_CREDIT_ACTIVE_Closed_MEAN,105,2
275,BURO_CREDIT_ACTIVE_Sold_MEAN,25,2
276,BURO_CREDIT_ACTIVE_nan_MEAN,0,2
277,BURO_CREDIT_CURRENCY_currency1_MEAN,0,2
278,BURO_CREDIT_CURRENCY_currency2_MEAN,0,2
279,BURO_CREDIT_CURRENCY_currency3_MEAN,0,2
280,BURO_CREDIT_CURRENCY_currency4_MEAN,0,2
281,BURO_CREDIT_CURRENCY_nan_MEAN,0,2
282,BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,9,2
283,BURO_CREDIT_TYPE_Carloan_MEAN,56,2
284,BURO_CREDIT_TYPE_Cashloannonearmarked_MEAN,0,2
285,BURO_CREDIT_TYPE_Consumercredit_MEAN,90,2
286,BURO_CREDIT_TYPE_Creditcard_MEAN,114,2
287,BURO_CREDIT_TYPE_Interbankcredit_MEAN,0,2
288,BURO_CREDIT_TYPE_Loanforbusinessdevelopment_MEAN,0,2
289,BURO_CREDIT_TYPE_Loanforpurchaseofsharesmarginlending_MEAN,0,2
290,BURO_CREDIT_TYPE_Loanforthepurchaseofequipment_MEAN,0,2
291,BURO_CREDIT_TYPE_Loanforworkingcapitalreplenishment_MEAN,0,2
292,BURO_CREDIT_TYPE_Microloan_MEAN,85,2
293,BURO_CREDIT_TYPE_Mobileoperatorloan_MEAN,0,2
294,BURO_CREDIT_TYPE_Mortgage_MEAN,81,2
295,BURO_CREDIT_TYPE_Realestateloan_MEAN,0,2
296,BURO_CREDIT_TYPE_Unknowntypeofloan_MEAN,0,2
297,BURO_CREDIT_TYPE_nan_MEAN,0,2
298,BURO_STATUS_0_MEAN_MEAN,121,2
299,BURO_STATUS_1_MEAN_MEAN,76,2
300,BURO_STATUS_2_MEAN_MEAN,7,2
301,BURO_STATUS_3_MEAN_MEAN,13,2
302,BURO_STATUS_4_MEAN_MEAN,13,2
303,BURO_STATUS_5_MEAN_MEAN,0,2
304,BURO_STATUS_C_MEAN_MEAN,63,2
305,BURO_STATUS_X_MEAN_MEAN,89,2
306,BURO_STATUS_nan_MEAN_MEAN,0,2
307,ACTIVE_DAYS_CREDIT_MIN,135,2
308,ACTIVE_DAYS_CREDIT_MAX,424,2
309,ACTIVE_DAYS_CREDIT_MEAN,217,2
310,ACTIVE_DAYS_CREDIT_VAR,156,2
311,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,340,2
312,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,171,2
313,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,223,2
314,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,280,2
315,ACTIVE_CREDIT_DAY_OVERDUE_MAX,0,2
316,ACTIVE_CREDIT_DAY_OVERDUE_MEAN,7,2
317,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,217,2
318,ACTIVE_AMT_CREDIT_SUM_MAX,170,2
319,ACTIVE_AMT_CREDIT_SUM_MEAN,219,2
320,ACTIVE_AMT_CREDIT_SUM_SUM,240,2
321,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,120,2
322,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,210,2
323,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,164,2
324,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,24,2
325,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,137,2
326,ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,55,2
327,ACTIVE_AMT_ANNUITY_MAX,42,2
328,ACTIVE_AMT_ANNUITY_MEAN,69,2
329,ACTIVE_CNT_CREDIT_PROLONG_SUM,0,2
330,ACTIVE_MONTHS_BALANCE_MIN_MIN,16,2
331,ACTIVE_MONTHS_BALANCE_MAX_MAX,35,2
332,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,92,2
333,ACTIVE_MONTHS_BALANCE_SIZE_SUM,68,2
334,CLOSED_DAYS_CREDIT_MIN,121,2
335,CLOSED_DAYS_CREDIT_MAX,359,2
336,CLOSED_DAYS_CREDIT_MEAN,134,2
337,CLOSED_DAYS_CREDIT_VAR,218,2
338,CLOSED_DAYS_CREDIT_ENDDATE_MIN,105,2
339,CLOSED_DAYS_CREDIT_ENDDATE_MAX,290,2
340,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,149,2
341,CLOSED_DAYS_CREDIT_UPDATE_MEAN,187,2
342,CLOSED_CREDIT_DAY_OVERDUE_MAX,0,2
343,CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,2
344,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,120,2
345,CLOSED_AMT_CREDIT_SUM_MAX,155,2
346,CLOSED_AMT_CREDIT_SUM_MEAN,215,2
347,CLOSED_AMT_CREDIT_SUM_SUM,205,2
348,CLOSED_AMT_CREDIT_SUM_DEBT_MAX,35,2
349,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,30,2
350,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,7,2
351,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,2
352,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,28,2
353,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,0,2
354,CLOSED_AMT_ANNUITY_MAX,52,2
355,CLOSED_AMT_ANNUITY_MEAN,41,2
356,CLOSED_CNT_CREDIT_PROLONG_SUM,0,2
357,CLOSED_MONTHS_BALANCE_MIN_MIN,31,2
358,CLOSED_MONTHS_BALANCE_MAX_MAX,9,2
359,CLOSED_MONTHS_BALANCE_SIZE_MEAN,47,2
360,CLOSED_MONTHS_BALANCE_SIZE_SUM,85,2
361,PREV_AMT_ANNUITY_MIN,166,2
362,PREV_AMT_ANNUITY_MAX,109,2
363,PREV_AMT_ANNUITY_MEAN,169,2
364,PREV_AMT_APPLICATION_MIN,62,2
365,PREV_AMT_APPLICATION_MAX,40,2
366,PREV_AMT_APPLICATION_MEAN,97,2
367,PREV_AMT_CREDIT_MIN,81,2
368,PREV_AMT_CREDIT_MAX,85,2
369,PREV_AMT_CREDIT_MEAN,129,2
370,PREV_APP_CREDIT_PERC_MIN,195,2
371,PREV_APP_CREDIT_PERC_MAX,113,2
372,PREV_APP_CREDIT_PERC_MEAN,196,2
373,PREV_APP_CREDIT_PERC_VAR,220,2
374,PREV_AMT_DOWN_PAYMENT_MIN,53,2
375,PREV_AMT_DOWN_PAYMENT_MAX,120,2
376,PREV_AMT_DOWN_PAYMENT_MEAN,74,2
377,PREV_AMT_GOODS_PRICE_MIN,91,2
378,PREV_AMT_GOODS_PRICE_MAX,20,2
379,PREV_AMT_GOODS_PRICE_MEAN,81,2
380,PREV_HOUR_APPR_PROCESS_START_MIN,37,2
381,PREV_HOUR_APPR_PROCESS_START_MAX,78,2
382,PREV_HOUR_APPR_PROCESS_START_MEAN,184,2
383,PREV_RATE_DOWN_PAYMENT_MIN,51,2
384,PREV_RATE_DOWN_PAYMENT_MAX,114,2
385,PREV_RATE_DOWN_PAYMENT_MEAN,113,2
386,PREV_DAYS_DECISION_MIN,104,2
387,PREV_DAYS_DECISION_MAX,196,2
388,PREV_DAYS_DECISION_MEAN,173,2
389,PREV_CNT_PAYMENT_MEAN,327,2
390,PREV_CNT_PAYMENT_SUM,82,2
391,PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,35,2
392,PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,32,2
393,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,35,2
394,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,2
395,PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,2
396,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,129,2
397,PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,80,2
398,PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,79,2
399,PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,45,2
400,PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,158,2
401,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,75,2
402,PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,72,2
403,PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,2
404,PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,1,2
405,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,2
406,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,2
407,PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,0,2
408,PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,2
409,PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,2
410,PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,2
411,PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,2
412,PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,2
413,PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,3,2
414,PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,15,2
415,PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,0,2
416,PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,2
417,PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,2
418,PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,2
419,PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,2
420,PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,2
421,PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,23,2
422,PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,2
423,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,3,2
424,PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,2
425,PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,2
426,PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,2
427,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,12,2
428,PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,7,2
429,PREV_NAME_CASH_LOAN_PURPOSE_Weddinggiftholiday_MEAN,0,2
430,PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,12,2
431,PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,43,2
432,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,2
433,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,90,2
434,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,62,2
435,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,132,2
436,PREV_NAME_CONTRACT_STATUS_Unusedoffer_MEAN,5,2
437,PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,2
438,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,64,2
439,PREV_NAME_PAYMENT_TYPE_Cashlessfromtheaccountoftheemployer_MEAN,0,2
440,PREV_NAME_PAYMENT_TYPE_Noncashfromyouraccount_MEAN,1,2
441,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,99,2
442,PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,2
443,PREV_CODE_REJECT_REASON_CLIENT_MEAN,1,2
444,PREV_CODE_REJECT_REASON_HC_MEAN,48,2
445,PREV_CODE_REJECT_REASON_LIMIT_MEAN,21,2
446,PREV_CODE_REJECT_REASON_SCO_MEAN,81,2
447,PREV_CODE_REJECT_REASON_SCOFR_MEAN,18,2
448,PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,2
449,PREV_CODE_REJECT_REASON_VERIF_MEAN,0,2
450,PREV_CODE_REJECT_REASON_XAP_MEAN,40,2
451,PREV_CODE_REJECT_REASON_XNA_MEAN,0,2
452,PREV_CODE_REJECT_REASON_nan_MEAN,0,2
453,PREV_NAME_TYPE_SUITE_Children_MEAN,35,2
454,PREV_NAME_TYPE_SUITE_Family_MEAN,68,2
455,PREV_NAME_TYPE_SUITE_Groupofpeople_MEAN,0,2
456,PREV_NAME_TYPE_SUITE_Other_A_MEAN,3,2
457,PREV_NAME_TYPE_SUITE_Other_B_MEAN,11,2
458,PREV_NAME_TYPE_SUITE_Spousepartner_MEAN,25,2
459,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,180,2
460,PREV_NAME_TYPE_SUITE_nan_MEAN,137,2
461,PREV_NAME_CLIENT_TYPE_New_MEAN,92,2
462,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,70,2
463,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,84,2
464,PREV_NAME_CLIENT_TYPE_XNA_MEAN,0,2
465,PREV_NAME_CLIENT_TYPE_nan_MEAN,0,2
466,PREV_NAME_GOODS_CATEGORY_AdditionalService_MEAN,0,2
467,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,2
468,PREV_NAME_GOODS_CATEGORY_AudioVideo_MEAN,64,2
469,PREV_NAME_GOODS_CATEGORY_AutoAccessories_MEAN,4,2
470,PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,7,2
471,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,31,2
472,PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,12,2
473,PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,59,2
474,PREV_NAME_GOODS_CATEGORY_DirectSales_MEAN,0,2
475,PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,2
476,PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,2
477,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,25,2
478,PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,10,2
479,PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,2,2
480,PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,0,2
481,PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,2
482,PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,15,2
483,PREV_NAME_GOODS_CATEGORY_MedicalSupplies_MEAN,0,2
484,PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0,2
485,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,41,2
486,PREV_NAME_GOODS_CATEGORY_OfficeAppliances_MEAN,1,2
487,PREV_NAME_GOODS_CATEGORY_Other_MEAN,0,2
488,PREV_NAME_GOODS_CATEGORY_PhotoCinemaEquipment_MEAN,27,2
489,PREV_NAME_GOODS_CATEGORY_SportandLeisure_MEAN,31,2
490,PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0,2
491,PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,0,2
492,PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0,2
493,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,15,2
494,PREV_NAME_GOODS_CATEGORY_nan_MEAN,0,2
495,PREV_NAME_PORTFOLIO_Cards_MEAN,40,2
496,PREV_NAME_PORTFOLIO_Cars_MEAN,0,2
497,PREV_NAME_PORTFOLIO_Cash_MEAN,72,2
498,PREV_NAME_PORTFOLIO_POS_MEAN,45,2
499,PREV_NAME_PORTFOLIO_XNA_MEAN,92,2
500,PREV_NAME_PORTFOLIO_nan_MEAN,0,2
501,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,61,2
502,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,65,2
503,PREV_NAME_PRODUCT_TYPE_xsell_MEAN,71,2
504,PREV_NAME_PRODUCT_TYPE_nan_MEAN,0,2
505,PREV_CHANNEL_TYPE_APCashloan_MEAN,63,2
506,PREV_CHANNEL_TYPE_Cardealer_MEAN,0,2
507,PREV_CHANNEL_TYPE_Channelofcorporatesales_MEAN,65,2
508,PREV_CHANNEL_TYPE_Contactcenter_MEAN,56,2
509,PREV_CHANNEL_TYPE_Countrywide_MEAN,84,2
510,PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,103,2
511,PREV_CHANNEL_TYPE_RegionalLocal_MEAN,17,2
512,PREV_CHANNEL_TYPE_Stone_MEAN,74,2
513,PREV_CHANNEL_TYPE_nan_MEAN,0,2
514,PREV_NAME_SELLER_INDUSTRY_Autotechnology_MEAN,13,2
515,PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,14,2
516,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,84,2
517,PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,1,2
518,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,80,2
519,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,24,2
520,PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,11,2
521,PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,3,2
522,PREV_NAME_SELLER_INDUSTRY_MLMpartners_MEAN,0,2
523,PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0,2
524,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,40,2
525,PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0,2
526,PREV_NAME_YIELD_GROUP_XNA_MEAN,77,2
527,PREV_NAME_YIELD_GROUP_high_MEAN,181,2
528,PREV_NAME_YIELD_GROUP_low_action_MEAN,109,2
529,PREV_NAME_YIELD_GROUP_low_normal_MEAN,80,2
530,PREV_NAME_YIELD_GROUP_middle_MEAN,129,2
531,PREV_NAME_YIELD_GROUP_nan_MEAN,0,2
532,PREV_PRODUCT_COMBINATION_CardStreet_MEAN,19,2
533,PREV_PRODUCT_COMBINATION_CardXSell_MEAN,25,2
534,PREV_PRODUCT_COMBINATION_Cash_MEAN,43,2
535,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,41,2
536,PREV_PRODUCT_COMBINATION_CashStreetlow_MEAN,71,2
537,PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,33,2
538,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,91,2
539,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,100,2
540,PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,40,2
541,PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,75,2
542,PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,26,2
543,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,22,2
544,PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,13,2
545,PREV_PRODUCT_COMBINATION_POSmobilewithinterest_MEAN,40,2
546,PREV_PRODUCT_COMBINATION_POSmobilewithoutinterest_MEAN,10,2
547,PREV_PRODUCT_COMBINATION_POSotherwithinterest_MEAN,5,2
548,PREV_PRODUCT_COMBINATION_POSotherswithoutinterest_MEAN,1,2
549,PREV_PRODUCT_COMBINATION_nan_MEAN,0,2
550,APPROVED_AMT_ANNUITY_MIN,148,2
551,APPROVED_AMT_ANNUITY_MAX,114,2
552,APPROVED_AMT_ANNUITY_MEAN,189,2
553,APPROVED_AMT_APPLICATION_MIN,106,2
554,APPROVED_AMT_APPLICATION_MAX,64,2
555,APPROVED_AMT_APPLICATION_MEAN,90,2
556,APPROVED_AMT_CREDIT_MIN,106,2
557,APPROVED_AMT_CREDIT_MAX,146,2
558,APPROVED_AMT_CREDIT_MEAN,80,2
559,APPROVED_APP_CREDIT_PERC_MIN,170,2
560,APPROVED_APP_CREDIT_PERC_MAX,96,2
561,APPROVED_APP_CREDIT_PERC_MEAN,135,2
562,APPROVED_APP_CREDIT_PERC_VAR,184,2
563,APPROVED_AMT_DOWN_PAYMENT_MIN,62,2
564,APPROVED_AMT_DOWN_PAYMENT_MAX,172,2
565,APPROVED_AMT_DOWN_PAYMENT_MEAN,98,2
566,APPROVED_AMT_GOODS_PRICE_MIN,124,2
567,APPROVED_AMT_GOODS_PRICE_MAX,39,2
568,APPROVED_AMT_GOODS_PRICE_MEAN,41,2
569,APPROVED_HOUR_APPR_PROCESS_START_MIN,62,2
570,APPROVED_HOUR_APPR_PROCESS_START_MAX,111,2
571,APPROVED_HOUR_APPR_PROCESS_START_MEAN,123,2
572,APPROVED_RATE_DOWN_PAYMENT_MIN,56,2
573,APPROVED_RATE_DOWN_PAYMENT_MAX,92,2
574,APPROVED_RATE_DOWN_PAYMENT_MEAN,67,2
575,APPROVED_DAYS_DECISION_MIN,108,2
576,APPROVED_DAYS_DECISION_MAX,313,2
577,APPROVED_DAYS_DECISION_MEAN,152,2
578,APPROVED_CNT_PAYMENT_MEAN,449,2
579,APPROVED_CNT_PAYMENT_SUM,195,2
580,REFUSED_AMT_ANNUITY_MIN,78,2
581,REFUSED_AMT_ANNUITY_MAX,48,2
582,REFUSED_AMT_ANNUITY_MEAN,60,2
583,REFUSED_AMT_APPLICATION_MIN,69,2
584,REFUSED_AMT_APPLICATION_MAX,21,2
585,REFUSED_AMT_APPLICATION_MEAN,23,2
586,REFUSED_AMT_CREDIT_MIN,110,2
587,REFUSED_AMT_CREDIT_MAX,47,2
588,REFUSED_AMT_CREDIT_MEAN,39,2
589,REFUSED_APP_CREDIT_PERC_MIN,71,2
590,REFUSED_APP_CREDIT_PERC_MAX,51,2
591,REFUSED_APP_CREDIT_PERC_MEAN,57,2
592,REFUSED_APP_CREDIT_PERC_VAR,61,2
593,REFUSED_AMT_DOWN_PAYMENT_MIN,10,2
594,REFUSED_AMT_DOWN_PAYMENT_MAX,30,2
595,REFUSED_AMT_DOWN_PAYMENT_MEAN,14,2
596,REFUSED_AMT_GOODS_PRICE_MIN,67,2
597,REFUSED_AMT_GOODS_PRICE_MAX,37,2
598,REFUSED_AMT_GOODS_PRICE_MEAN,89,2
599,REFUSED_HOUR_APPR_PROCESS_START_MIN,27,2
600,REFUSED_HOUR_APPR_PROCESS_START_MAX,53,2
601,REFUSED_HOUR_APPR_PROCESS_START_MEAN,77,2
602,REFUSED_RATE_DOWN_PAYMENT_MIN,3,2
